row_id,Time,Pass_Fail,Pass_Fail_Label,dataset_split,model_used,fail_probability,prediction_threshold,predicted_class,model_prediction,feature_059,feature_247,feature_487,feature_112,feature_385,feature_425,feature_486,feature_028,feature_019,feature_021,feature_040,feature_480,feature_160,feature_017,feature_510,feature_519,feature_152,feature_563,feature_130,feature_460,feature_202,feature_430,feature_123,feature_469,feature_468,feature_290,feature_280,feature_167,feature_225,feature_344
301,2008-08-19 11:11:00,0,Pass,train,RandomForest_SMOTE,0.21744870275402894,0.5,0,Pass,22.3736,0.0744,112.2755,0.4885,0.0172,3.9924,475.0394,66.7111,12.4496,-6294.25,76.57,115.6015,640.0,0.9779,69.9259,15.225,0.3932,0.6409,0.8284,20.8054,4.965,6.9270000000000005,15.81,5.3737,18.8615,0.0708,0.0129,0.7,839.0,33.9379
302,2008-08-19 11:13:00,0,Pass,train,RandomForest_SMOTE,0.24388506789545025,0.5,0,Pass,24.4791,0.0555,85.8746,0.4621,0.0082,4.7261,0.0,62.7,12.4337,-6380.0,75.03,58.1713,495.0,0.9701,71.7428,12.0116,0.4675,0.6307,0.8284,21.8439,5.781000000000001,4.7492,15.81,5.6776,26.9209,0.1571,0.0186,0.4,1302.8008,24.4265
303,2008-08-19 11:13:00,0,Pass,train,RandomForest_SMOTE,0.301998788224502,0.5,0,Pass,20.7209,0.0217,84.1369,0.4677,0.0047,6.439,474.6792,65.0,12.5078,-6205.0,77.92,117.4509,691.0,0.9569,63.3782,4.6404,0.6624,,0.8284,24.4849,5.723,9.9919,15.81,5.0745,23.6959,0.1666,0.0206,0.9,1340.5,31.5217
304,2008-08-19 11:28:00,0,Pass,train,RandomForest_SMOTE,0.3387112481927938,0.5,0,Pass,6.2045,0.237,90.1007,0.4571,0.0321,6.702000000000001,180.7245,68.2,12.4896,-6349.0,77.72,168.7112,566.0,0.9706,136.0996,51.8438,0.6939,0.5993,0.8284,13.4932,7.286,38.8565,15.81,6.1518,99.6044,0.1923,0.0121,0.9,993.7002,33.8074
305,2008-08-19 11:44:00,0,Pass,train,RandomForest_SMOTE,0.20549892845463189,0.5,0,Pass,6.9082,0.0351,75.0495,0.4755,0.0076,7.9786,0.0,70.4556,12.46,-6237.25,77.67,48.1891,632.0,0.9633,62.3377,7.372999999999999,0.7833,,0.8284,25.3356,9.194,5.6916,15.81,4.7363,158.3629,0.1544,0.0496,0.9,694.0996,16.4488
306,2008-08-19 11:46:00,0,Pass,test,RandomForest_SMOTE,0.4196905728515151,0.5,0,Pass,23.2655,0.0457,100.3549,0.4736,0.0109,6.8774,823.6686,66.2444,12.4322,-5523.75,76.05,79.8343,145.0,0.9589,75.6219,9.6586,0.7052,0.6568,0.8284,54.8175,6.12,17.6329,15.81,4.4255,20.5885,0.1563,0.0196,1.0,1041.7002,11.4494
307,2008-08-19 11:57:00,0,Pass,train,RandomForest_SMOTE,0.2244439526969903,0.5,0,Pass,-7.8309,0.1198,87.3924,0.4589999999999999,0.0162,6.9018,0.0,68.5444,12.4661,-5418.0,14.0,84.5952,127.0,0.9726,64.2487,26.109,0.6742,,0.8284,51.2797,19.18,20.4134,15.81,5.1883,189.3778,0.0744,0.0126,1.5,641.0996,26.1093
308,2008-08-19 11:58:00,0,Pass,train,RandomForest_SMOTE,0.24249767497804342,0.5,0,Pass,0.5373,0.1903,53.3437,0.4691,0.0304,4.2128,491.6048,66.2667,12.4661,-5255.75,36.03,85.0137,567.0,0.9744,36.0265,40.5614,0.4102,,0.8284,50.4571,3.603,7.0399,15.81,4.3343,0.0,0.0744,0.0542,1.4,912.9004,36.8175
309,2008-08-19 12:30:00,0,Pass,train,RandomForest_SMOTE,0.13838251617337574,0.5,0,Pass,3.1136,0.0344,74.8216,0.4717,0.0072,2.1812,0.0,66.4444,12.4496,-6406.25,76.57,76.8064,740.0,0.9781,50.0,7.3021,0.2219,0.6588,0.6890000000000001,29.6847,11.9289,8.0859,15.88,5.6479,351.6788,0.0708,0.0563,0.9,1204.7002,27.4413
310,2008-08-19 15:33:00,0,Pass,train,RandomForest_SMOTE,0.2821603799554039,0.5,0,Pass,25.1891,0.0574,71.833,0.4704,0.0111,7.1438,495.6268,64.9667,12.46,-6314.0,77.92,142.2131,589.0,0.9602,45.8781,12.2031,0.6467,0.7906,0.6897,18.3457,4.127,6.9053,15.91,4.8545,13.7758,0.1544,0.0474,0.8,822.5,32.6939
311,2008-08-19 18:12:00,0,Pass,train,RandomForest_SMOTE,0.26623607540267985,0.5,0,Pass,1.23,0.2246,118.1301,0.4693,0.031,8.827,181.0232,69.9556,12.4759,-5745.0,16.53,57.0393,462.0,0.9681,97.5124,47.8577,0.8608,0.6422,0.716,36.9983,5.777,13.5596,15.87,5.1937,373.1707,0.1847,0.0188,1.1,1024.5996,16.9149
312,2008-08-19 18:12:00,0,Pass,train,RandomForest_SMOTE,0.2742229928515495,0.5,0,Pass,13.5955,0.0516,129.3197,0.4738,0.0114,5.4273,662.8337,68.9444,12.6063,-6470.0,63.86,49.1846,750.0,0.958,57.2146,10.8828,0.5055,0.7016,0.6518,39.1162,7.415,6.1206,15.91,5.4694,60.3143,0.1692,0.0257,0.8,1255.2998,15.4901
313,2008-08-19 18:30:00,0,Pass,test,RandomForest_SMOTE,0.37581190099485695,0.5,0,Pass,-2.9273,0.0479,115.4019,0.4729,0.0077,3.6348,333.9337,69.4,12.4104,-5324.0,14.1,97.7168,570.0,0.9578,38.5542,10.1194,0.3162,0.6905,0.6518,24.4146,14.97,34.5793,15.91,5.596,444.441,0.1594,0.0214,1.8,1164.5,30.2327
314,2008-08-19 18:30:00,0,Pass,train,RandomForest_SMOTE,0.25815317576704583,0.5,0,Pass,13.3745,0.2332,95.0894,0.4604,0.0415,3.7644,498.7662,69.4556,12.4869,-5613.5,67.17,72.3709,175.0,0.9567,59.4752,50.6463,0.3833,0.8644,0.6518,43.0048,4.632,10.831,15.91,5.8167,58.6936,0.18,0.0199,1.5,690.7002,24.8987
315,2008-08-19 19:38:00,0,Pass,train,RandomForest_SMOTE,0.20034368926699775,0.5,0,Pass,27.4627,0.0315,101.3643,0.466,0.0063,2.2503,360.1637,72.8222,12.6278,-6312.25,65.12,179.9098,680.0,0.9593,36.8618,6.7535,0.2185,0.6632,0.6518,31.1351,4.604,7.6993,15.91,5.1825,10.7782,0.1672,0.0193,1.0,1101.2002,51.8733
316,2008-08-19 20:53:00,0,Pass,train,RandomForest_SMOTE,0.375911695241792,0.5,0,Pass,4.9991,,600.0,,,4.091,339.3663,68.1444,12.4492,-5516.75,64.74,116.7346,450.0,0.9791,109.2896,,0.4084,0.6011,,34.3749,8.482999999999999,13.5768,,5.3595,95.0173,0.0901,0.0647,2.0,1073.0996,28.8761
317,2008-08-20 00:05:00,0,Pass,train,RandomForest_SMOTE,0.19396065548182662,0.5,0,Pass,1.9145,,677.7108,,,3.6098,513.2016,69.7778,12.4753,-5411.25,76.23,77.3662,787.0,0.958,184.3478,,0.3676,0.5671,0.6383,31.8121,5.311,8.9998,15.9,5.325,222.5071,0.1819,0.0139999999999999,1.2,1653.7002,29.2162
318,2008-08-20 01:33:00,0,Pass,train,RandomForest_SMOTE,0.23107403154925327,0.5,0,Pass,9.5927,0.3021,263.2085,0.4737,0.0388,9.3742,0.0,68.2556,12.4661,-5194.0,14.1,79.2415,251.0,0.9711,52.4138,63.7718,1.0274,0.7874,0.621,40.8978,7.18,9.7228,15.88,5.4483,68.4894,0.0744,0.0269,1.3,1188.5996,27.4863
319,2008-08-20 01:42:00,0,Pass,train,RandomForest_SMOTE,0.14242070994057457,0.5,0,Pass,1.8182,,0.0,,,3.8445,289.9006,66.3778,12.4616,-5742.25,78.1,50.6073,429.0,0.9713,39.7059,,0.401,0.7364,0.6897,21.2202,4.303999999999999,10.1528,15.91,4.6842,275.55,0.1588,0.0117,1.4,615.0996,18.9531
320,2008-08-20 02:13:00,0,Pass,test,RandomForest_SMOTE,0.27637947228793774,0.5,0,Pass,22.6936,0.0252,0.0,0.4641,0.0055,6.43,284.3754,69.9333,12.5018,-6253.5,77.59,132.4379,638.0,0.9736,65.1584,5.4399,0.6897,0.6643,0.698,16.7504,6.437,8.2354,15.78,5.3275,16.3923,0.0949,0.0229,0.9,1924.8999,29.0006
321,2008-08-20 02:27:00,1,Fail,train,RandomForest_SMOTE,0.8201993631827916,0.5,1,Fail,19.1027,0.0248,212.0755,0.4644,0.0056,8.9591,238.9833,66.9778,12.4786,-5387.5,63.86,103.032,387.0,0.9599,26.546,5.3498,0.8938,,0.698,23.9925,13.132,25.2251,15.78,6.0838,57.3217,0.1746,0.017,1.1,965.9004,26.4024
322,2008-08-20 03:00:00,0,Pass,train,RandomForest_SMOTE,0.2726160874119306,0.5,0,Pass,3.3055,0.0337,336.646,0.4725,0.0061,6.2134,402.0917,68.5889,12.4104,-5394.75,14.1,100.6034,3645.0,0.9579,50.6627,7.1291,0.6429,,0.621,24.5479,5.676,6.3024,15.88,4.6245,160.9461,0.1594,0.0144,1.3,576.0005,22.476
323,2008-08-20 03:12:00,1,Fail,train,RandomForest_SMOTE,0.7965190939677458,0.5,1,Fail,13.6809,0.2817,108.6294,0.4653,0.0402,8.8494,539.0458,66.4556,12.4496,-5033.0,77.92,63.7907,505.0,0.9779,74.7875,60.5469,0.9088,,0.698,36.5909,9.1961,13.5307,15.78,5.5822,59.499,0.0708,0.0144,2.0,669.7998,20.7674
324,2008-08-20 06:36:00,0,Pass,train,RandomForest_SMOTE,0.2938769070274897,0.5,0,Pass,26.9136,0.0456,855.2147,0.4659,0.0084,7.7337,332.3829,71.9778,12.6278,-6404.5,65.34,142.1894,624.0,0.96,70.4895,9.7843,0.7766,,0.698,36.8275,7.861000000000001,3.9035,15.78,6.336,15.6798,0.1672,0.0182,0.8,965.7998,43.7232
325,2008-08-20 07:12:00,0,Pass,test,RandomForest_SMOTE,0.4995455825994673,0.5,0,Pass,0.1427,0.0486,115.636,0.4616,0.0087,7.4375,125.7798,69.2778,12.481,-5407.75,78.38,150.5723,535.0,0.9675,82.5911,10.5277,0.7811,,0.752,19.3861,14.804,19.1947,15.7,5.5783,0.0,0.1694,0.0135,0.7,718.9004,27.2376
326,2008-08-20 08:40:00,1,Fail,test,RandomForest_SMOTE,0.369597727552366,0.5,0,Pass,14.75,0.0438,85.5339,0.47,0.0072,3.0529,0.0,68.2333,12.46,-6390.0,77.59,146.5435,716.0,0.9678,105.4264,9.3158,0.2949,,0.758,70.2619,6.64,9.2019,15.88,5.1471,32.9492,0.1544,0.0156,0.9,927.0996,36.5963
327,2008-08-20 09:17:00,1,Fail,train,RandomForest_SMOTE,0.7947735209158318,0.5,1,Fail,8.0955,0.0916,254.4681,0.4628,0.0146,8.12,198.4682,67.4667,12.4896,-6383.75,64.39,102.6667,632.0,0.966,33.8425,19.7945,0.8315,,0.698,46.4202,5.678999999999999,5.1224,15.78,5.1641,66.9512,0.1923,0.0186,0.6,679.0,34.1705
328,2008-08-20 10:26:00,0,Pass,train,RandomForest_SMOTE,0.15641484082086576,0.5,0,Pass,0.8873,,114.5455,,,42.2047,447.7894,70.0778,12.4616,-6280.75,77.83,61.2546,816.0,0.9731,60.3015,,3.7461,,0.6518,47.8395,4.632,14.5842,15.91,5.1953,494.7746,0.1588,0.0158,1.0,1002.0,27.0471
329,2008-08-20 16:08:00,0,Pass,train,RandomForest_SMOTE,0.10957940471371846,0.5,0,Pass,1.77,0.0264,78.7834,0.4573,0.0066,7.2934,194.472,69.1333,12.5065,-5624.25,76.78,88.2814,486.0,0.9733,53.406000000000006,5.7721,0.6715,,0.6421,19.7666,5.617999999999999,35.4181,15.17,3.3525,225.4237,0.0951,0.0119,1.7,796.5996,16.8431
330,2008-08-20 16:16:00,0,Pass,train,RandomForest_SMOTE,0.2921508784844647,0.5,0,Pass,21.1082,0.0562,73.5435,0.4652,0.0089,10.0015,388.1293,66.4,12.5078,-6266.25,77.92,112.3406,751.0,0.9601,47.9401,12.0817,0.9891,0.8713,0.7931,21.4177,8.536,10.5805,15.74,5.4951,25.0614,0.1666,0.0173,0.7,601.7002,36.0638
331,2008-08-20 17:09:00,0,Pass,test,RandomForest_SMOTE,0.1931334724963732,0.5,0,Pass,4.6327,,0.0,,,7.1725,453.3948,69.3222,12.448,-5469.5,78.1,59.1136,547.0,0.977,34.4615,,0.9184,0.5779,0.6751,25.3517,8.933,6.2346,15.88,5.4891,148.2928,0.0877,0.0104,2.2,756.2002,19.4358
332,2008-08-20 17:35:00,0,Pass,train,RandomForest_SMOTE,0.21211751846478102,0.5,0,Pass,10.7709,0.1817,415.3425,0.4583,0.0256,6.1172,587.9173,65.5889,12.5078,-6308.75,76.57,149.7221,461.0,0.9609,43.4568,39.6479,0.6375,0.716,0.621,29.2214,6.83,7.2122,15.88,4.7693,58.5837,0.1666,0.0132,0.7,593.4004,44.9252
333,2008-08-20 17:36:00,0,Pass,train,RandomForest_SMOTE,0.12382888754449596,0.5,0,Pass,4.4155,,963.8968,,,3.5805,345.657,70.5667,12.4806,-6395.5,77.17,77.8318,561.0,0.9808,30.6748,,0.3749,0.7086,0.8048,53.2787,6.846,8.4747,15.81,4.5433,108.4826,0.0804,0.0124,0.6,769.4004,27.9322
334,2008-08-20 18:29:00,0,Pass,train,RandomForest_SMOTE,0.28212766458807254,0.5,0,Pass,4.4091,0.0557,76.5465,0.4708,0.0115,3.7389,876.3521,67.2667,12.4661,-6326.25,77.59,97.4308,562.0,0.9785,71.1744,11.8231,0.3913,0.624,0.7931,33.1717,6.839,8.0616,15.74,4.6357,124.5155,0.0744,0.023,0.7,1023.1006,26.3517
335,2008-08-20 18:35:00,0,Pass,train,RandomForest_SMOTE,0.20205626904848334,0.5,0,Pass,-10.37,,400.8114,,,112.6963,622.7653,68.4333,12.47,-6439.0,77.14,62.8779,416.0,0.958,44.3497,,6.2782,,0.6751,42.3395,8.593,3.7428,15.88,5.9375,82.5458,0.1652,0.012,1.2,546.7998,22.9616
336,2008-08-20 19:20:00,1,Fail,test,RandomForest_SMOTE,0.39770661038262783,0.5,0,Pass,5.8091,0.0305,93.0205,0.4673,0.0051,10.024,0.0,,12.46,,76.05,71.6223,,0.9566,48.6957,6.5334,0.951,0.7756,0.6955,37.1025,8.28,,15.87,4.3783,176.96400000000003,0.1544,0.015,,921.5,29.406
337,2008-08-20 20:19:00,0,Pass,test,RandomForest_SMOTE,0.14686800614647377,0.5,0,Pass,2.0664,0.0185,101.3889,0.47,0.0061,7.57,316.7018,69.9778,12.4722,-6316.5,78.3,192.1373,650.0,0.9733,41.3605,3.9445,0.6973,,0.6421,40.4009,8.562999999999999,5.7469,15.17,5.2946,289.8812,0.0937,0.0164,0.8,496.8999,31.3514
338,2008-08-20 21:33:00,0,Pass,train,RandomForest_SMOTE,0.11722356804889235,0.5,0,Pass,-0.2173,0.023,119.744,0.4656,0.0062,6.8703,438.2429,68.6556,12.4655,-6214.5,78.3,65.725,703.0,0.973,47.8571,4.9421,0.6396,,0.6421,57.534,5.369,10.6203,15.17,5.4222,0.0,0.0655,0.0118,1.0,968.1006,20.6581
339,2008-08-20 21:41:00,0,Pass,train,RandomForest_SMOTE,0.10403369229630438,0.5,0,Pass,4.97,0.0222,113.2427,0.4634,0.0068,7.3501,315.9136,69.4778,12.4655,-6330.0,78.3,141.41899999999998,674.0,0.9713,73.0924,4.7849,0.6832,,0.6421,37.8084,6.7860000000000005,12.1169,15.17,4.6498,57.3441,0.0655,0.0102,0.7,790.4004,36.5611
340,2008-08-20 21:58:00,0,Pass,train,RandomForest_SMOTE,0.1622663975324373,0.5,0,Pass,1.4036,,157.072,,,61.2451,0.0,68.8444,12.4616,-6224.75,77.83,18.1932,662.0,0.9589,84.1202,,5.7154,0.8091,0.6518,24.2996,5.974,7.2935,15.91,4.9656,444.5596,0.1588,0.0254,0.8,1418.6997,9.7164
341,2008-08-20 22:13:00,0,Pass,train,RandomForest_SMOTE,0.12326236606128285,0.5,0,Pass,2.9536,0.0197,95.5383,0.4693,0.005,3.8691,533.0942,69.7111,12.4496,-5504.25,79.06,47.3056,162.0,0.9711,18.6047,4.2079,0.4072,0.6659,0.8048,22.8649,5.995,17.0777,15.81,5.5638,162.5115,0.0708,0.0163,1.7,894.7998,19.0543
342,2008-08-20 22:45:00,0,Pass,test,RandomForest_SMOTE,0.1987809345049776,0.5,0,Pass,-0.5691,,364.9007,,,5.2028,530.8756,68.7667,12.4273,-6420.25,65.15,58.2418,687.0,0.9744,76.6551,,0.5032,0.6179,0.7914,46.5347,7.183,6.1836,15.76,5.6452,0.0,0.0893,0.01,1.2,415.5,23.5156
343,2008-08-20 23:18:00,0,Pass,train,RandomForest_SMOTE,0.2599023465112877,0.5,0,Pass,5.8727,,177.4135,,,4.0316,797.6429,67.7444,12.4273,-5300.5,78.1,35.1338,677.0,0.9789,97.0149,,0.4027,0.5671,0.716,19.7308,4.843,9.2633,15.87,6.3178,91.4396,0.0893,0.0116,1.4,719.0,5.5539
344,2008-08-20 23:43:00,1,Fail,test,RandomForest_SMOTE,0.30209471530143867,0.5,0,Pass,14.0673,0.1727,91.8373,0.4676,0.024,10.2644,737.3416,66.3556,12.46,-6124.75,14.0,137.0468,280.0,0.9572,23.2288,36.9386,1.0018,,0.7931,38.6081,8.515,35.8872,15.74,5.579,66.4663,0.1748,0.0183,1.6,577.0,41.0287
345,2008-08-21 02:11:00,0,Pass,test,RandomForest_SMOTE,0.4359128791213692,0.5,0,Pass,-5.6018,0.1873,110.2346,0.4588,0.0335,12.3387,144.1353,66.9222,12.4896,-5558.25,77.63,69.907,286.0,0.9593,247.343,40.8202,1.2359,0.8469,0.7931,27.4012,14.379,8.6358,15.74,4.6439,202.4343,0.1923,0.0128,1.3,1595.4004,31.6025
346,2008-08-21 02:46:00,0,Pass,train,RandomForest_SMOTE,0.21848534570943617,0.5,0,Pass,2.0009,0.0219,73.9795,0.4585,0.0064,5.3704,193.1361,69.7778,12.5065,-5750.5,76.78,135.6325,606.0,0.9724,59.596,4.7659,0.5035,,0.7527,21.4993,6.517,58.9166,15.89,6.3767,232.8941,0.0951,0.0131,0.7,1718.7998,30.5553
347,2008-08-21 04:22:00,0,Pass,train,RandomForest_SMOTE,0.3505692661581069,0.5,0,Pass,20.81,0.4914,91.4354,0.4519,0.0677,11.2657,758.6888,66.0222,12.5018,-5307.75,76.99,88.1571,323.0,0.958,37.4269,108.754,1.118,0.8279,0.7931,19.4852,7.026,12.5854,15.74,5.9119,9.803,0.0949,0.018,1.1,1423.5996,29.7302
348,2008-08-21 04:29:00,0,Pass,train,RandomForest_SMOTE,0.1391841844075354,0.5,0,Pass,-5.9045,,474.7664,,,8.7998,0.0,67.3667,12.4753,-6367.0,65.15,62.2086,608.0,0.959,11.8019,,0.866,0.5671,0.716,16.3975,16.758,5.9054,15.87,5.1232,202.0477,0.1819,0.0184,0.7,772.0996,24.697
349,2008-08-21 05:06:00,0,Pass,train,RandomForest_SMOTE,0.2026768691366441,0.5,0,Pass,-0.3264,,904.1096,,,8.9056,694.4294,63.8111,12.4616,-5433.0,75.55,82.8054,3803.0,0.9614,19.802,,0.8847,0.843,0.7931,33.2336,7.216,12.7186,15.74,5.643,0.0,0.1588,0.0186,1.2,1833.2998,20.7929
350,2008-08-21 05:15:00,0,Pass,train,RandomForest_SMOTE,0.361900139008481,0.5,0,Pass,4.3055,,135.1788,,,2.9414,901.4421,65.5556,12.4616,-5635.0,76.23,66.7738,434.0,0.967,112.7148,,0.2958,0.5671,0.716,24.2918,6.622999999999999,12.3869,15.87,4.2245,144.7001,0.1588,0.0185,1.6,1208.2002,18.3111
351,2008-08-21 06:10:00,1,Fail,train,RandomForest_SMOTE,0.7664953033485038,0.5,1,Fail,5.0809,0.0666,146.709,0.472,0.0146,9.1249,555.9478,66.8889,12.4661,-5222.5,63.86,97.1032,699.0,0.979,53.4918,14.1084,0.8428,0.746,0.6755,21.525,7.237,12.8674,15.84,5.8838,77.742,0.0744,0.0245,0.8,677.0996,23.65
352,2008-08-21 11:22:00,0,Pass,train,RandomForest_SMOTE,0.10308023256885043,0.5,0,Pass,6.3364,,0.0,,,5.1602,640.3059,70.1778,12.5106,-6310.5,76.23,65.9427,485.0,0.9597,22.6415,,0.5006,0.5397,0.6518,25.1131,6.904,3.0901,15.91,4.8869,86.0115,0.1181,0.0148,0.7,386.9004,22.6358
353,2008-08-21 12:00:00,0,Pass,train,RandomForest_SMOTE,0.11373062491375914,0.5,0,Pass,3.1418,,0.0,,,4.6909,429.1262,67.5222,12.4492,-6378.5,65.15,90.7494,475.0,0.9738,70.8738,,0.4979,0.5671,0.752,20.5892,5.072,4.7503,15.7,4.817,136.2269,0.0901,0.0139,1.0,447.6992,27.9674
354,2008-08-21 12:31:00,0,Pass,train,RandomForest_SMOTE,0.28692768849551514,0.5,0,Pass,22.1027,0.0385,86.8064,0.4714,0.0075,5.7095,0.0,71.0,12.4786,-6401.25,65.34,61.4415,621.0,0.9588,60.0791,8.1756,0.5789,0.6665,0.6755,59.3343,5.772,9.092,15.84,5.1344,24.7028,0.1746,0.013,1.3,710.7002,18.9979
355,2008-08-21 12:33:00,0,Pass,train,RandomForest_SMOTE,0.28914391054966365,0.5,0,Pass,-0.8891,,0.0,,,3.5512,396.1718,67.9111,12.4273,-5307.5,64.74,130.0653,681.0,0.9711,44.9612,,0.3356,0.6455,0.7527,40.9767,16.92,12.1715,15.89,5.8813,0.0,0.0893,0.0144,1.2,827.5,33.3606
356,2008-08-21 12:43:00,0,Pass,train,RandomForest_SMOTE,0.21003425649796667,0.5,0,Pass,-6.8555,,0.0,,,5.1543,344.3275,60.1111,12.47,-5436.0,75.31,63.0721,196.0,0.9622,22.268,,0.495,0.7839,0.7914,37.6779,4.46,17.2001,15.76,6.3252,74.9768,0.1652,0.0145,0.9,967.9004,22.6103
357,2008-08-21 12:52:00,0,Pass,train,RandomForest_SMOTE,0.2004263992008036,0.5,0,Pass,2.1473,,316.5217,,,4.9419,777.3585,59.8889,12.4616,-5487.75,75.31,56.6689,377.0,0.9597,49.6945,,0.4778,0.5671,0.7914,33.9244,2.105,6.5601,15.76,6.2737,202.1169,0.1588,0.0158,1.2,1235.5996,19.1852
358,2008-08-21 13:11:00,0,Pass,train,RandomForest_SMOTE,0.16489584699638404,0.5,0,Pass,-8.4836,,235.8549,,,4.9877,174.5573,67.7,12.47,-6374.75,77.14,99.2711,535.0,0.97,57.4257,,0.4937,0.8159,0.716,24.9655,5.589,7.4199,15.87,6.1523,55.2829,0.1652,0.0094,1.1,1295.9004,28.1095
359,2008-08-21 13:19:00,0,Pass,train,RandomForest_SMOTE,0.12399502638844943,0.5,0,Pass,3.9382,,409.1954,,,9.0104,413.3711,67.2,12.4273,-6363.0,77.83,46.8789,633.0,0.9774,94.6746,,0.93,0.5671,0.7931,39.3949,7.513999999999999,6.3806,15.74,4.8197,207.7101,0.0893,0.0109,0.6,955.3994,15.9083
360,2008-08-21 13:29:00,0,Pass,train,RandomForest_SMOTE,0.28291488525502234,0.5,0,Pass,-0.2618,,557.6923,,,38.7473,423.3586,68.1667,12.4492,-5227.0,64.74,182.8246,527.0,0.9579,88.8889,,3.8669,0.5671,0.6518,48.4446,5.7,29.5389,15.91,6.7358,0.0,0.0901,0.0105,2.0,846.1992,39.8328
361,2008-08-21 13:45:00,0,Pass,train,RandomForest_SMOTE,0.14656304936117034,0.5,0,Pass,-2.7936,,809.7087,,,11.4258,0.0,68.5778,12.4273,-6457.75,65.15,98.4669,542.0,0.9796,20.1198,,1.141,0.5671,0.7931,19.8184,7.422999999999999,2.7719,15.74,5.0313,250.2115,0.0893,0.0165,0.8,1804.6006,30.5936
362,2008-08-21 14:47:00,0,Pass,train,RandomForest_SMOTE,0.2982768396034241,0.5,0,Pass,9.8518,0.4599,107.488,0.4527,0.0707,6.1643,262.7557,70.0556,12.4469,-5775.0,16.53,59.4087,1423.0,0.969,114.2857,101.5971,0.6531,,0.8048,41.7748,5.2170000000000005,18.1472,15.81,5.3782,63.4401,0.1635,0.02,1.2,640.2002,26.6398
363,2008-08-21 15:05:00,0,Pass,train,RandomForest_SMOTE,0.1757606209327559,0.5,0,Pass,3.8936,0.0555,95.6092,0.4629999999999999,0.0091,8.9153,0.0,67.4,12.5106,-6295.75,78.3,89.3639,669.0,0.973,72.8713,11.9924,0.8083,0.5244,0.6755,31.3297,7.797000000000001,8.6725,15.84,5.3704,181.8352,0.1181,0.0112,0.9,820.9004,29.5887
364,2008-08-21 15:06:00,0,Pass,train,RandomForest_SMOTE,0.41052000750774065,0.5,0,Pass,-5.9236,0.1096,134.2105,0.4616,0.0149,5.0454,878.6813,67.3222,12.4496,-5319.25,14.0,27.2782,752.0,0.9778,58.0726,23.74,0.4632,0.6415,0.6848,35.3569,12.714,12.6898,15.84,7.0195,186.5408,0.0708,0.0133,2.2,2458.2998,4.8858
365,2008-08-21 15:32:00,0,Pass,train,RandomForest_SMOTE,0.12841576047409808,0.5,0,Pass,4.0991,0.0182,79.9238,0.4587,0.0054,5.6968,828.8363,66.0111,12.5894,-5415.0,64.4,22.7311,537.0,0.9688,27.9509,3.9631,0.5456,0.5671,0.6469,31.3137,4.477,13.7581,15.81,5.0843,85.8727,0.0604,0.033,1.4,868.8994,7.5322
366,2008-08-21 15:48:00,0,Pass,test,RandomForest_SMOTE,0.20417432102419955,0.5,0,Pass,6.3436,,0.0,,,6.1268,377.3419,68.8778,12.4273,-5467.5,78.1,63.7784,217.0,0.9784,54.6154,,0.6124,0.6447,0.752,28.2655,9.068,17.1011,15.7,4.6553,146.9189,0.0893,0.0114,1.3,2470.9995,22.8138
367,2008-08-21 15:50:00,0,Pass,train,RandomForest_SMOTE,0.1847948084704303,0.5,0,Pass,0.31,0.151,124.5283,0.4746,0.0212,5.5907,709.0367,69.1,12.4869,-6261.75,65.84,73.3348,921.0,0.9656,62.0499,31.8153,0.5452,0.7716,0.6848,118.7998,6.105,7.952999999999999,15.84,5.3109,0.0,0.18,0.0144,0.5,1444.2002,25.3084
368,2008-08-21 16:19:00,1,Fail,train,RandomForest_SMOTE,0.7598444819160852,0.5,1,Fail,28.5145,0.114,94.6823,0.4591,0.0193,8.9435,887.5065,65.9111,12.4337,-6393.5,65.12,135.3513,507.0,0.9678,51.1628,24.838,1.0911,0.6895,0.6755,18.8543,6.482,4.5984,15.84,5.9882,15.1151,0.1571,0.0169,0.7,769.4004,35.0094
369,2008-08-21 16:36:00,0,Pass,test,RandomForest_SMOTE,0.2035979626438509,0.5,0,Pass,4.0209,,918.7879,,,5.6471,597.771,69.3556,12.4753,-5493.0,78.1,77.1393,478.0,0.9668,27.991,,0.5625,0.5671,0.7527,35.5701,6.575,14.1817,15.89,4.8019,150.2148,0.1819,0.0372,1.3,1256.3994,29.1737
370,2008-08-21 17:25:00,0,Pass,train,RandomForest_SMOTE,0.1472686348783666,0.5,0,Pass,3.2182,,881.7021,,,5.1224,323.0084,67.7667,12.4759,-6270.5,77.83,87.0171,598.0,0.9662,87.4751,,0.5116,0.6514,0.752,33.5384,5.669,7.5752,15.7,5.585,199.8023,0.1847,0.0184,1.3,2006.8999,26.8817
371,2008-08-21 17:44:00,0,Pass,train,RandomForest_SMOTE,0.2340458901594442,0.5,0,Pass,14.3891,0.0528,67.1592,0.4667,0.0076,2.9121,0.0,65.4889,12.481,-6362.25,74.48,142.9927,733.0,0.9479,45.6599,11.3228,0.286,0.6112,0.8048,26.8758,10.302,10.7352,15.81,4.8472,54.8332,0.1694,0.0149,1.0,1137.3999,36.4429
